,BTC,ETH,SP500,NASDAQ,VIX,GOLD,DXY,US10Y
Ticker,BTC-USD,ETH-USD,^GSPC,^NDX,^VIX,GC=F,DX-Y.NYB,^TNX
Date,,,,,,,,
2015-08-04,0.014091618850608268,,-0.0022522391669328678,-0.0028399330940607225,0.03443216301251183,0.0011925388068687703,0.004503154120091089,0.02797699985085376
2015-08-05,-0.01176525184182441,,0.003109838185490679,0.007583704276468007,-0.03842101468680697,-0.004594751903060489,0.0003062818890689324,0.025453449900159412
2015-08-06,-0.011794015540393898,,-0.007783195922562142,-0.01615027710650851,0.09596400320938225,0.004136225578011975,-0.0013279255519999438,-0.015104650114810943
2015-08-07,0.0036118428850578886,,-0.0028790228563377145,-0.0018632052251731806,-0.02798416064079574,0.0035709643265033203,-0.002763748862981577,-0.026765043515617908
2015-08-08,-0.0687973817394527,,,,,,,
2015-08-09,0.01553406541650176,,,,,,,
2015-08-10,-0.0023151860348410653,,,,,,,
2015-08-11,0.02212268918500627,,-0.00960306468018227,-0.01301195373702845,0.11423358408713478,0.003074443624916577,0.0013370765721243702,-0.04617955678189724
2015-08-12,-0.014941646019161535,,0.0009496036382146948,0.0031407732267888346,-0.00732070491903998,0.01398622054471554,-0.010643332330369007,-0.003280982159114506
2015-08-13,-0.008656834399337742,,-0.0012760258683812036,-0.001960787058357674,-0.008856138184716292,-0.006699743964643952,0.0019718216436505212,0.027322735425262833
2015-08-14,0.006040512802955279,,0.0039043322743591373,0.002523832139098641,-0.050162480571868596,-0.0025127239178519196,0.0012434231077653288,0.0031927999374614284
2015-08-15,-0.01566327593274089,,,,,,,
2015-08-16,-0.011706545070410978,,,,,,,
2015-08-17,-0.0020561200546923707,,,,,,,
2015-08-18,-0.20063416232442743,,-0.0026289829356331003,-0.005335787638446283,0.05745701710000975,-0.0013418618399914416,0.0015480835453593365,0.021169682315671724
2015-08-19,0.07132455635785633,,-0.008289136409597112,-0.006886148078918613,0.10063581401448807,0.009798760247176764,-0.00527325975535483,-0.030985207089859995
